1.000000, -6.000000, 0.050428, 0.050000,
2.000000, -5.805298, 0.050414, 0.050000,
3.000000, -5.805298, 0.050540, 0.000000,
4.000000, -6.000000, 0.050558, 0.000000,
5.000000, -6.000000, -0.000000, 0.050000,
6.000000, -5.805298, -0.000000, 0.050000,
7.000000, -5.805298, -0.000000, 0.000000,
8.000000, -6.000000, -0.000000, 0.000000,
9.000000, -6.000000, 0.050299, 0.100000,
10.000000, -5.805298, 0.050289, 0.100000,
11.000000, -6.000000, -0.000000, 0.100000,
12.000000, -5.805298, -0.000000, 0.100000,
13.000000, -6.000000, 0.100857, 0.050000,
14.000000, -5.805298, 0.100829, 0.050000,
15.000000, -5.805298, 0.101080, 0.000000,
16.000000, -6.000000, 0.101116, 0.000000,
17.000000, -5.610595, 0.050401, 0.050000,
18.000000, -5.610595, 0.050522, 0.000000,
19.000000, -5.610595, -0.000000, 0.050000,
20.000000, -5.610595, -0.000000, 0.000000,
21.000000, -6.000000, 0.050169, 0.150000,
22.000000, -5.805298, 0.050164, 0.150000,
23.000000, -6.000000, -0.000000, 0.150000,
24.000000, -5.805298, -0.000000, 0.150000,
25.000000, -6.000000, 0.100597, 0.100000,
26.000000, -5.805298, 0.100578, 0.100000,
27.000000, -5.610595, 0.050279, 0.100000,
28.000000, -5.610595, -0.000000, 0.100000,
29.000000, -6.000000, 0.151285, 0.050000,
30.000000, -5.805298, 0.151243, 0.050000,
31.000000, -5.805298, 0.151620, -0.000000,
32.000000, -6.000000, 0.151674, 0.000000,
33.000000, -5.610595, 0.100801, 0.050000,
34.000000, -5.610595, 0.101043, 0.000000,
35.000000, -5.415893, 0.050387, 0.050000,
36.000000, -5.415893, 0.050504, -0.000000,
37.000000, -5.415893, -0.000000, 0.050000,
38.000000, -5.415893, -0.000000, 0.000000,
39.000000, -6.000000, 0.050040, 0.200000,
40.000000, -5.805298, 0.050038, 0.200000,
41.000000, -6.000000, -0.000000, 0.200000,
42.000000, -5.805298, -0.000000, 0.200000,
43.000000, -6.000000, 0.100338, 0.150000,
44.000000, -5.805298, 0.100327, 0.150000,
45.000000, -5.610595, 0.050158, 0.150000,
46.000000, -5.610595, -0.000000, 0.150000,
47.000000, -6.000000, 0.150896, 0.100000,
48.000000, -5.805298, 0.150867, 0.100000,
49.000000, -5.610595, 0.100559, 0.100000,
50.000000, -5.415893, 0.050270, 0.100000,
51.000000, -5.415893, -0.000000, 0.100000,
52.000000, -6.000000, 0.201713, 0.050000,
53.000000, -5.805298, 0.201658, 0.050000,
54.000000, -5.805298, 0.202159, 0.000000,
55.000000, -6.000000, 0.202232, 0.000000,
56.000000, -5.610595, 0.151202, 0.050000,
57.000000, -5.610595, 0.151565, -0.000000,
58.000000, -5.415893, 0.100773, 0.050000,
59.000000, -5.415893, 0.101007, -0.000000,
60.000000, -5.221190, 0.050373, 0.050000,
61.000000, -5.221190, 0.050486, 0.000000,
62.000000, -5.221190, -0.000000, 0.050000,
63.000000, -5.221190, -0.000000, 0.000000,
64.000000, -6.000000, 0.049910, 0.250000,
