1.000000, 5.807762, 5.885456, 0.350000,
2.000000, 5.807721, 5.885456, 0.400000,
3.000000, 5.807726, 6.000000, 0.400000,
4.000000, 5.807767, 6.000000, 0.350000,
5.000000, 6.000000, 5.885451, 0.350000,
6.000000, 6.000000, 5.885451, 0.400000,
7.000000, 6.000000, 6.000000, 0.400000,
8.000000, 6.000000, 6.000000, 0.350000,
9.000000, 5.615535, 6.000000, 0.350000,
10.000000, 5.615452, 6.000000, 0.400000,
11.000000, 5.615443, 5.885460, 0.400000,
12.000000, 5.615524, 5.885460, 0.350000,
13.000000, 5.807717, 5.770912, 0.400000,
14.000000, 6.000000, 5.770902, 0.400000,
15.000000, 6.000000, 5.770902, 0.350000,
16.000000, 5.807756, 5.770912, 0.350000,
17.000000, 6.000000, 5.885451, 0.300000,
18.000000, 6.000000, 6.000000, 0.300000,
19.000000, 5.807809, 6.000000, 0.300000,
20.000000, 5.807802, 5.885456, 0.300000,
21.000000, 5.423302, 6.000000, 0.350000,
22.000000, 5.423178, 6.000000, 0.400000,
23.000000, 5.423164, 5.885465, 0.400000,
24.000000, 5.423285, 5.885465, 0.350000,
25.000000, 5.615433, 5.770921, 0.400000,
26.000000, 5.615512, 5.770921, 0.350000,
27.000000, 5.615618, 6.000000, 0.300000,
28.000000, 5.615604, 5.885460, 0.300000,
29.000000, 5.807712, 5.656368, 0.400000,
30.000000, 6.000000, 5.656354, 0.400000,
31.000000, 6.000000, 5.656354, 0.350000,
32.000000, 5.807750, 5.656368, 0.350000,
33.000000, 6.000000, 5.770902, 0.300000,
34.000000, 5.807796, 5.770912, 0.300000,
35.000000, 6.000000, 5.885451, 0.250000,
36.000000, 6.000000, 6.000000, 0.250000,
37.000000, 5.807850, 6.000000, 0.250000,
38.000000, 5.807843, 5.885456, 0.250000,
39.000000, 5.231070, 6.000000, 0.350000,
40.000000, 5.230904, 6.000000, 0.400000,
41.000000, 5.230885, 5.885470, 0.400000,
42.000000, 5.231047, 5.885470, 0.350000,
43.000000, 5.423150, 5.770930, 0.400000,
44.000000, 5.423268, 5.770930, 0.350000,
45.000000, 5.423426, 6.000000, 0.300000,
46.000000, 5.423407, 5.885465, 0.300000,
47.000000, 5.615424, 5.656381, 0.400000,
